SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2320 S Broadway Ave Unit A102,Boise,ID,83706,349000,1,1.0,Ivywild Boise,700,,2026,39,499,180,Active,,,https://www.redfin.com/ID/Boise/2320-S-Broadway-Ave-83706/unit-A102/home/199312034,IMLS,98968522,N,Y,43.5822616,-116.1929588
MLS Listing,,Single Family Residential,1814 S Windhelm St,Caldwell,ID,83605,348990,3,2.0,Greenmont,1446,6054,2025,122,241,50,Active,,,https://www.redfin.com/ID/Caldwell/1814-S-Windhelm-ST-83605/home/198031154,IMLS,98961827,N,Y,43.63286209106445,-116.67383575439453
New Construction Plan,,Single Family Residential,Alturas Plan,Caldwell,ID,83607,348990,3,2.0,Caldwell,1446,,,118,241,,Active,,,https://www.redfin.com/ID/Caldwell/Caldwell/Alturas/home/198122085,Zillow,E63D80759EB7,N,Y,43.6325909,-116.673044
MLS Listing,,Townhouse,5849 S Carlburg Ln,Boise,ID,83709-1797,348000,3,2.5,Charlesworth,1280,1611,2022,80,272,80,Active,,,https://www.redfin.com/ID/Boise/5849-S-Carlburg-Ln-83709/home/183802611,IMLS,98965930,N,Y,43.549964,-116.316281
New Construction Plan,,Single Family Residential,The Alderwood Plan,Nampa,ID,83686,347990,3,2.0,Nampa,1148,,,672,303,,Active,,,https://www.redfin.com/ID/Nampa/Nampa/The-Alderwood/home/188412498,Zillow,2F55A6608FD2,N,Y,43.531583,-116.512645
MLS Listing,,Townhouse,5945 S Boddington Ln,Boise,ID,83709,347500,3,2.5,Charlesworth,1280,1742,2021,107,271,80,Active,,,https://www.redfin.com/ID/Boise/5945-S-Boddington-Ln-83709/home/178255708,IMLS,98963486,N,Y,43.548867,-116.316122
MLS Listing,,Single Family Residential,4415 Duke St,Caldwell,ID,83607,346500,3,2.5,Weston Pointe,1837,6534,2007,3,189,15,Active,,,https://www.redfin.com/ID/Caldwell/4415-Duke-St-83607/home/117464791,IMLS,98971590,N,Y,43.6213537,-116.6434408
MLS Listing,,Townhouse,523 N Lucy Ln,Nampa,ID,83687,345000,3,2.5,Diamond Peak Townhomes,1411,2178,2025,322,245,100,Active,,,https://www.redfin.com/ID/Nampa/523-N-Lucy-Ln-83687/home/191855538,IMLS,98937439,N,Y,43.597361,-116.57187
MLS Listing,,Single Family Residential,115 NW Wilson Cir,Mountain Home,ID,83647,345000,4,2.0,Jim Carie Sub,1380,16552,1977,127,250,55,Active,,,https://www.redfin.com/ID/Mountain-Home/115-NW-Wilson-Cir-83647/home/143348263,IMLS,98961297,N,Y,43.1604324,-115.7080215
MLS Listing,,Townhouse,2902 Dale Ln,Caldwell,ID,83605,345000,3,2.5,El Monterrey,1641,4181,2025,263,210,67,Active,,,https://www.redfin.com/ID/Caldwell/2902-Dale-Ln-83605/home/191859345,IMLS,98944727,N,Y,43.676619,-116.663076
MLS Listing,,Single Family Residential,17052 Pershall St,Murphy,ID,83650,345000,3,2.0,Owyhee County - 1700,1450,18730,2000,274,238,,Active,,,https://www.redfin.com/ID/Murphy/17052-Pershall-St-83650/home/106625263,IMLS,98943289,N,Y,43.215834,-116.549325
MLS Listing,,Single Family Residential,911 7th St South,Nampa,ID,83651,345000,3,2.0,Waterhouse,1376,3920,1937,156,251,,Active,,,https://www.redfin.com/ID/Nampa/911-7th-St-S-83651/home/116739728,IMLS,98957973,N,Y,43.5759556,-116.568556
MLS Listing,,Single Family Residential,"780 S 3rd W ""b"" St",Nampa,ID,83686,345000,3,2.0,Hyatt,1555,5227,2025,9,222,,Active,,,https://www.redfin.com/ID/Nampa/780-S-3rd-W-b-ST-83686/home/199971089,IMLS,98971100,N,Y,43.4891372,-116.589439
MLS Listing,,Vacant Land,TBD Russell Dr,Prairie,ID,83647,345000,,,Prairie,,4225320,,135,,,Active,,,https://www.redfin.com/ID/Prairie/TBD-Russell-DR-83647/home/196152106,MCAOR,543491,N,Y,43.504894,-115.5739813
New Construction Plan,,Single Family Residential,Alturas Plan,Mountain Home,ID,83647,344990,3,2.0,Mountain Home,1446,,,71,239,,Active,,,https://www.redfin.com/ID/Mountain-Home/Mountain-Home/Alturas/home/194226116,Zillow,473E3B4735FC,N,Y,43.114776611328125,-115.69271087646484
MLS Listing,,Vacant Land,TBD Parcel 6 Rio Rdg,Melba,ID,83641,344900,,,Melba - 1265,,163785,,319,,,Active,,,https://www.redfin.com/ID/Melba/TBD-Parcel-6-6th-St-83641/home/182894488,IMLS,98937622,N,Y,43.3779141,-116.5293331
MLS Listing,,Vacant Land,TBD Parcel 10 Rio Rdg,Melba,ID,83641,344800,,,Melba - 1265,,168490,,711,,,Active,,,https://www.redfin.com/ID/Melba/TBD-Parcel-10-Rio-RDG-83641/home/177864305,IMLS,98899683,N,Y,43.3754405,-116.5290116
New Construction Plan,,Single Family Residential,The Canyon Plan,Caldwell,ID,83605,342990,3,2.0,Caldwell,1201,,,360,286,,Active,,,https://www.redfin.com/ID/Caldwell/Caldwell/The-Canyon/home/189105868,Zillow,D270384ACA1C,N,Y,43.650871,-116.6216968
New Construction Plan,,Single Family Residential,Plan 1265 Plan,Nampa,ID,83687,341990,3,2.0,Nampa,1265,,,328,270,,Active,,,https://www.redfin.com/ID/Nampa/Nampa/Plan-1265/home/194820730,Zillow,E0DC2B4D57A4,N,Y,43.6544348,-116.5523303
MLS Listing,,Single Family Residential,211 Jasper Ave,Middleton,ID,83644-5857,340000,3,1.0,Halverson,1008,6098,1976,140,337,,Active,,,https://www.redfin.com/ID/Middleton/211-Jasper-Ave-83644/home/116617972,IMLS,98959888,N,Y,43.7091317,-116.625856
MLS Listing,,Townhouse,1417 E Carter Ln,Boise,ID,83706,340000,2,1.5,Whitney Station,1080,2613,1988,31,315,200,Active,,,https://www.redfin.com/ID/Boise/1417-E-Carter-Ln-83706/home/106666570,IMLS,98969860,N,Y,43.5737576,-116.165753
MLS Listing,,Single Family Residential,1416 Sunflower Ct,Nampa,ID,83686,340000,3,2.0,Sunshine Sub,1034,7840,1996,2,329,,Active,,,https://www.redfin.com/ID/Nampa/1416-Sunflower-Ct-83686/home/116887490,IMLS,98971646,N,Y,43.554749,-116.534745
MLS Listing,,Single Family Residential,2529 N Lander,Boise,ID,83703,340000,3,1.0,Wilson Sub To K,1310,5227,1912,168,260,,Active,,,https://www.redfin.com/ID/Boise/2529-N-Lander-St-83703/home/106670474,IMLS,98956824,N,Y,43.644288,-116.2390928
MLS Listing,,Single Family Residential,995 N 13th E,Mountain Home,ID,83647,340000,3,2.0,Holiday Sub 5,1610,10018,1984,5,211,,Active,,,https://www.redfin.com/ID/Mountain-Home/995-N-13th-E-83647/home/165402401,IMLS,98971423,N,Y,43.1408571,-115.6838348
New Construction Plan,,Single Family Residential,Plan 1382 Modeled Plan,Nampa,ID,83687,339990,3,2.0,Nampa,1382,,,314,246,,Active,,,https://www.redfin.com/ID/Nampa/Nampa/Plan-1382-Modeled/home/194972822,Zillow,289DF59ADB2E,N,Y,43.554183,-116.5140599
MLS Listing,,Vacant Land,8224 Quail Hollow Dr,Middleton,ID,83644,339900,,,Wyatts Hollow,,142571,,29,,42,Active,,,https://www.redfin.com/ID/Middleton/8224-Quail-Hollow-Dr-83644/home/192362335,IMLS,98969959,N,Y,43.72413,-116.556974
MLS Listing,,Single Family Residential,1338 W Sandalwood Dr,Meridian,ID,83646,339900,2,1.0,Hunter Estates,953,3920,1989,1,357,,Active,January-17-2026 11:00 AM,January-17-2026 03:00 PM,https://www.redfin.com/ID/Meridian/1338-W-Sandalwood-Dr-83646/home/106663613,IMLS,98971746,N,Y,43.6227752,-116.4108529
MLS Listing,,Single Family Residential,1960 NW Strahorn Dr,Mountain Home,ID,83647,339900,3,2.5,Mtn Home-Elmore - 1500,1508,3005,2025,44,225,,Active,,,https://www.redfin.com/ID/Mountain-Home/1960-NW-Strahorn-Dr-83647/home/199492538,IMLS,98968898,N,Y,43.132796,-115.719215
MLS Listing,,Townhouse,10334 W Bantam St,Boise,ID,83709,339000,2,2.0,Spoke Ranch,984,3659,1999,1,345,138,Active,,,https://www.redfin.com/ID/Boise/10334-W-Bantam-St-83709/home/106668365,IMLS,98971760,N,Y,43.5926677,-116.3108496
New Construction Plan,,Single Family Residential,Ashton Plan,Mountain Home,ID,83647,338990,3,2.0,Mountain Home,1523,,,77,223,,Active,,,https://www.redfin.com/ID/Mountain-Home/Mountain-Home/Ashton/home/194226108,Zillow,5E55B12B63C5,N,Y,43.114776611328125,-115.69271087646484
MLS Listing,,Vacant Land,10330 W State St,Boise,ID,83714,337500,,,Randall Sub,,15681,,28,,,Active,,,https://www.redfin.com/ID/Boise/10330-W-State-St-83714/home/106664907,IMLS,98970116,N,Y,43.68201,-116.311195
MLS Listing,,Vacant Land,10314 W State St,Boise,ID,83714,337500,,,Randall Sub,,15681,,28,,,Active,,,https://www.redfin.com/ID/Boise/10314-W-State-St-83714/home/106669311,IMLS,98970117,N,Y,43.681919,-116.31092
MLS Listing,,Townhouse,5709 E Bollo St,Nampa,ID,83687-7616,335000,3,2.5,Lost River,1423,3049,2021,36,235,87,Active,,,https://www.redfin.com/ID/Nampa/5709-E-Bollo-St-83687/home/173760047,IMLS,98969528,N,Y,43.620227,-116.5076595
MLS Listing,,Vacant Land,10290 Piper Ln,Caldwell,ID,83600-0000,335000,,,El Paso Reserve Minor Subdivision,,218235,,42,,29,Active,,,https://www.redfin.com/ID/Caldwell/10290-Piper-Ln-83607/home/188876925,IMLS,98969156,N,Y,43.833248,-116.696954
MLS Listing,,Single Family Residential,417 Randolph Ave,Melba,ID,83641,335000,3,1.5,Melba - 1265,1287,9147,1947,276,260,,Active,,,https://www.redfin.com/ID/Melba/417-Randolph-St-83641/home/117421686,IMLS,98942998,N,Y,43.3765061,-116.5289656
MLS Listing,,Single Family Residential,922 N Wakefield,Nampa,ID,83651,335000,3,2.0,Goldcrest Est,1664,,2000,58,201,389,Active,,,https://www.redfin.com/ID/Nampa/922-N-Wakefield-St-83651/home/117546368,IMLS,98967904,N,Y,43.5925574,-116.6026496
New Construction Plan,,Single Family Residential,Pinyon Plan,Mountain Home,ID,83647,334990,3,2.0,Mountain Home,1443,,,52,232,,Active,,,https://www.redfin.com/ID/Mountain-Home/Mountain-Home/Pinyon/home/199294685,Zillow,6EA3630526D5,N,Y,43.1146599,-115.6927273
MLS Listing,,Single Family Residential,207 10th Ave N,Nampa,ID,83687,334000,2,1.0,Griffith & King,752,6969,1910,1,444,,Active,January-17-2026 11:00 AM,January-17-2026 02:00 PM,https://www.redfin.com/ID/Nampa/207-10th-Ave-N-83687/home/117011795,IMLS,98971788,N,Y,43.583262,-116.5584482
MLS Listing,,Single Family Residential,2223 Big Sky St,Caldwell,ID,83605,334000,3,1.0,Lasher,1392,7840,1977,114,240,,Active,,,https://www.redfin.com/ID/Caldwell/2223-Big-Sky-St-83605/home/117240966,IMLS,98962660,N,Y,43.6710203,-116.6715609
MLS Listing,,Single Family Residential,219 S Locust St,Nampa,ID,83686,332500,3,1.0,Kurtz Add,1034,6969,1940,126,322,,Active,,,https://www.redfin.com/ID/Nampa/219-S-Locust-St-83686/home/117472500,IMLS,98961100,N,Y,43.566882,-116.5689594
MLS Listing,,Vacant Land,TBD Willis Dr,Caldwell,ID,83607,330000,,,Middleton - 1285,,190357,,9,,,Active,,,https://www.redfin.com/ID/Caldwell/TBD-Willis-Rd-83607/home/173815478,IMLS,98971111,N,Y,43.7206192,-116.674071
MLS Listing,,Single Family Residential,5207 W Peg St,Boise,ID,83706,329900,2,1.0,Wilfred,1152,5662,1948,44,286,,Active,,,https://www.redfin.com/ID/Boise/5207-W-Peg-St-83705/home/106814077,IMLS,98968953,N,Y,43.600882,-116.246475
MLS Listing,,Single Family Residential,88 N Ada St,Nampa,ID,83651,329900,3,1.0,R A Warnock Sub,1040,6534,1972,8,317,,Active,,,https://www.redfin.com/ID/Nampa/88-N-Ada-St-83651/home/117001323,IMLS,98971224,N,Y,43.5823763,-116.5894397
MLS Listing,,Condo/Co-op,225 W Village Ln,Boise,ID,83702,329900,1,1.0,Sonoma Valley Condos,712,,1947,25,463,205,Active,January-18-2026 12:30 PM,January-18-2026 03:00 PM,https://www.redfin.com/ID/Boise/225-W-Village-Ln-83702/home/106678058,IMLS,98970212,N,Y,43.6331119,-116.188943
MLS Listing,,Single Family Residential,203 Hudson Ave,Nampa,ID,83651,329900,3,2.0,Yale Park,1168,6098,1960,29,282,,Active,,,https://www.redfin.com/ID/Nampa/203-Hudson-Ave-83651/home/116710717,IMLS,98970034,N,Y,43.5819873,-116.5783452
MLS Listing,,Single Family Residential,941 S Wavetrain,Boise,ID,83709,329900,2,1.5,Voyager,960,2003,2022,107,344,71,Active,,,https://www.redfin.com/ID/Boise/941-S-Wavetrain-Ave-83709/home/181139549,IMLS,98963370,N,Y,43.5963963,-116.3152605
MLS Listing,,Single Family Residential,601 Laster St,Caldwell,ID,83607,329000,3,2.5,West Valley Estates,1300,6534,1998,8,253,13,Active,,,https://www.redfin.com/ID/Caldwell/601-Laster-St-83607/home/117344175,IMLS,98970604,N,Y,43.6261987,-116.691247
MLS Listing,,Vacant Land,10200 Copperhead Ln,Caldwell,ID,83600-0000,329000,,,El Paso Reserve Minor Subdivision,,230868,,42,,29,Active,,,https://www.redfin.com/ID/Caldwell/10200-Copperhead-LN-Unknown/home/188141661,IMLS,98969159,N,Y,43.6629384,-116.6873596
MLS Listing,,Vacant Land,7299 N Cairnhill Way,Eagle,ID,83616,329000,,,Valnova Estates Subdivision,,14810,,175,,233,Active,,,https://www.redfin.com/ID/Eagle/7299-N-Cairnhill-Way-83616/home/196617479,IMLS,98955978,N,Y,43.759544,-116.426269
MLS Listing,,Vacant Land,2153 N Buhrstone Ave,Eagle,ID,83616,329000,,,Millstone Farm,,9147,,99,,200,Active,,,https://www.redfin.com/ID/Eagle/2153-N-Buhrstone-AVE-83616/home/198540708,IMLS,98964199,N,Y,43.7736996,-116.3805805
MLS Listing,,Vacant Land,7322 W Bed Mill St,Eagle,ID,83616,329000,,,Millstone Farm,,9147,,99,,200,Active,,,https://www.redfin.com/ID/Eagle/7322-W-Bed-Mill-ST-83616/home/198540857,IMLS,98964200,N,Y,43.7736996,-116.3805805
MLS Listing,,Single Family Residential,308 S Juniper St,Nampa,ID,83686,328900,3,2.0,Kurtz Add,1480,6969,1948,3,222,,Active,,,https://www.redfin.com/ID/Nampa/308-S-Juniper-St-83686/home/117530844,IMLS,98971352,N,Y,43.5662501,-116.5669284
MLS Listing,,Single Family Residential,963 S Wavetrain,Boise,ID,83709,327900,2,1.5,Voyager,960,2003,2022,1,342,71,Active,,,https://www.redfin.com/ID/Boise/963-S-Wavetrain-Ave-83709/home/179769421,IMLS,98971971,N,Y,43.5960939,-116.3152606
MLS Listing,,Single Family Residential,507 Meadowlark St,Caldwell,ID,83607-1890,327900,3,2.0,West Valley Estates,1118,6098,1997,1,293,12,Active,January-17-2026 11:00 AM,January-17-2026 01:00 PM,https://www.redfin.com/ID/Caldwell/507-Meadowlark-St-83607/home/117050025,IMLS,98971954,N,Y,43.6306735,-116.6924582
MLS Listing,,Single Family Residential,809 Hudson,Middleton,ID,83644,325000,3,1.0,Middleton Place,1008,7840,1978,155,322,,Active,,,https://www.redfin.com/ID/Middleton/809-Hudson-St-83644/home/117142410,IMLS,98956574,N,Y,43.7051583,-116.6104063
MLS Listing,,Single Family Residential,6323 W Everett St,Boise,ID,83704,325000,1,1.0,Boise West - 0600,1018,6098,1910,28,319,,Active,,,https://www.redfin.com/ID/Boise/6323-W-Everett-St-83704/home/106702717,IMLS,98970148,N,Y,43.6206558,-116.2609309
MLS Listing,,Vacant Land,10180 Copperhead Ln,Caldwell,ID,83600-0000,325000,,,El Paso Reserve Minor Subdivision,,221284,,42,,29,Active,,,https://www.redfin.com/ID/Caldwell/10180-Copperhead-LN-Unknown/home/188141662,IMLS,98969157,N,Y,43.6629384,-116.6873596
MLS Listing,,Single Family Residential,120 S 11th East,Mountain Home,ID,83647,325000,4,1.5,College Add,1987,11325,1960,37,164,,Active,,,https://www.redfin.com/ID/Mountain-Home/120-S-11th-E-83647/home/165400072,IMLS,98969422,N,Y,43.1323644,-115.6858204
MLS Listing,,Vacant Land,TBA Willis Rd,Caldwell,ID,83607,325000,,,Caldwell NW - 1275,,60896,,30,,,Active,,,https://www.redfin.com/ID/Caldwell/TBA-Willis-Rd-83607/home/199702019,IMLS,98969951,N,Y,43.7205311,-116.7027087
MLS Listing,,Single Family Residential,3004 Sandstone Pl,Caldwell,ID,83605,324990,3,2.0,Beechwood,964,5445,1997,249,337,6,Active,,,https://www.redfin.com/ID/Caldwell/3004-Sandstone-Pl-83605/home/116915559,IMLS,98946706,N,Y,43.6431072,-116.6663454
MLS Listing,,Condo/Co-op,9993 W Rosecroft Dr #102 Dr,Boise,ID,83704,324900,2,2.5,Rosecroft Place,1136,,2009,51,286,125,Active,,,https://www.redfin.com/ID/Boise/9993-W-Rosecroft-Ct-83704/unit-102/home/106808048,IMLS,98968618,N,Y,43.6177679,-116.3064907
MLS Listing,,Single Family Residential,1100 Burnett Dr #602 Dr,Nampa,ID,83651,324000,3,2.0,Silvercrest Est,1644,,1991,1,197,366,Active,,,https://www.redfin.com/ID/Nampa/1100-Burnett-Dr-83651/home/145178759,IMLS,98971796,N,Y,43.5944388,-116.6077099
MLS Listing,,Townhouse,521 N Lucy Ln,Nampa,ID,83687,320000,3,2.5,Diamond Peak Townhomes,1411,1306,2025,55,227,100,Active,,,https://www.redfin.com/ID/Nampa/521-N-Lucy-Ln-83687/home/191855540,IMLS,98968290,N,Y,43.597288,-116.571965
MLS Listing,,Townhouse,518 N Lucy Ln,Nampa,ID,83687,320000,3,2.5,Diamond Peak Townhomes,1411,1306,2025,140,227,100,Active,,,https://www.redfin.com/ID/Nampa/518-N-Lucy-Ln-83687/home/191855553,IMLS,98960017,N,Y,43.597146,-116.571904
MLS Listing,,Townhouse,511 N Lucy Ln,Nampa,ID,83687,320000,3,2.5,Diamond Peak Townhomes,1411,1742,2025,58,227,100,Active,,,https://www.redfin.com/ID/Nampa/511-N-Lucy-Ln-83687/home/191855545,IMLS,98967874,N,Y,43.597098,-116.57246
MLS Listing,,Townhouse,520 N Lucy Ln,Nampa,ID,83687,320000,3,2.5,Diamond Peak Townhomes,1411,1306,2025,140,227,100,Active,,,https://www.redfin.com/ID/Nampa/520-N-Lucy-Ln-83687/home/191855554,IMLS,98960016,N,Y,43.597199,-116.571836
MLS Listing,,Single Family Residential,370 S 10th E,Mountain Home,ID,83647-3212,320000,4,2.0,College Add,1616,7405,1976,92,198,,Active,,,https://www.redfin.com/ID/Mountain-Home/370-S-10th-E-83647/home/143415993,IMLS,98964826,N,Y,43.1300432,-115.6871147
MLS Listing,,Townhouse,516 N Lucy Ln,Nampa,ID,83687,320000,3,2.5,Diamond Peak Townhomes,1411,1306,2025,128,227,100,Active,,,https://www.redfin.com/ID/Nampa/516-N-Lucy-Ln-83687/home/191855552,IMLS,98961185,N,Y,43.5970429,-116.5720433
MLS Listing,,Townhouse,514 N Lucy Ln,Nampa,ID,83687,320000,3,2.5,Diamond Peak Townhomes,1411,1306,2025,55,227,100,Active,,,https://www.redfin.com/ID/Nampa/514-N-Lucy-Ln-83687/home/191855551,IMLS,98968284,N,Y,43.597046,-116.572052
MLS Listing,,Single Family Residential,107 Maple St,Nampa,ID,83686,320000,2,1.0,Kurtz Add,1188,6969,1930,63,269,,Active,,,https://www.redfin.com/ID/Nampa/107-Maple-St-83686/home/117561616,IMLS,98967645,N,Y,43.5683677,-116.5704354
MLS Listing,,Single Family Residential,411 8th Avenue North,Nampa,ID,83687,320000,3,2.0,Griffith & King,1013,6969,2001,29,316,,Active,,,https://www.redfin.com/ID/Nampa/411-8th-Ave-N-83687/home/116672637,IMLS,98970023,N,Y,43.5863397,-116.5585155
MLS Listing,,Vacant Land,TBD NE Syrup Creek Rd,Mountain Home,ID,83647,320000,,,Mtn Home-Elmore - 1500,,1381287,,317,,,Active,,,https://www.redfin.com/ID/Unknown/TBD-Syrup-Creek-Rd-83647/home/190890583,IMLS,98937808,N,Y,43.2793191,-115.6805792
MLS Listing,,Townhouse,2314 E Spice Loop,Nampa,ID,83687,319900,3,3.0,Covey Run,1372,1960,2023,85,233,100,Active,,,https://www.redfin.com/ID/Nampa/2314-E-Spice-Loop-83687/home/198774117,IMLS,98965595,N,Y,43.5749095,-116.5414955
MLS Listing,,Vacant Land,TBD 9.9 Bowmont Rd,Nampa,ID,83686,319900,,,Nampa South (86) - 1260,,430808,,3,,,Active,,,https://www.redfin.com/ID/Nampa/TBD-9-9-Bowmont-Rd-83686/home/200031974,IMLS,98971628,N,Y,43.4593401,-116.5693097
